target_id	d_fpssm0	d_fpssm1	d_fpssm2	d_fpssm3	d_fpssm4	d_fpssm5	d_fpssm6	d_fpssm7	d_fpssm8	d_fpssm9	d_fpssm10	d_fpssm11	d_fpssm12	d_fpssm13	d_fpssm14	d_fpssm15	d_fpssm16	d_fpssm17	d_fpssm18	d_fpssm19
P14061	0.00231286795627	0.00167157275021	0.000189234650967	0.00124053826745	0.0	0.00067283431455	0.00126156433978	0.0016190075693900002	0.000388982338099	0.0014297729184200002	0.0011564339781300005	0.0007674516400339999	0.0011248948696400002	0.000967199327166	0.00158746846089	0.000746425567704	0.0006833473507150001	0.000578216989066	0.00035744322960500004	0.00179772918419
P37058	0.00137417025737	0.00178176313031	0.000256201234424	0.000314428787702	0.0	0.000291137766391	0.0005706300221259997	0.0007453126819610001	0.000395947362292	0.001758472109	0.00202631885408	0.00117619657622	0.00149062536392	0.00147897985327	0.000279492255735	0.000395947362292	0.000372656340981	0.0007918947245839999	0.0010830324909700002	0.0017934086409700004
P08581	0.0	0.000229557904372	0.000263884319979	0.000283192928758	0.00028533832973400003	0.000175207746328	0.000217400632178	0.000184504483888	0.000310368007781	0.000257448117053	0.000264599453638	0.000102264113163	0.00017449261266900006	0.00023813950827400004	0.000455540140452	0.000338258220461	0.00022598223608	0.000101548979504	0.000281762661441	0.000287483730709
P21588	0.0010310528869500002	0.000375272925764	0.0008718461911689999	0.00134567564289	0.0	0.0004738294517219999	0.000837730470645	0.00103863415818	0.000322204027171	0.00133051310044	0.000936286996604	0.000655779961184	0.0005572234352259999	0.0008036147501210001	0.000818777292576	0.0005231077147019999	0.000940077632217	0.000363901018923	0.000750545851528	0.00139116327026
P06737	4.25934627021e-05	0.0003620444329680001	0.00031545783313700003	0.000455217632629	0.00031545783313700003	0.000207643130673	0.000350065021583	0.000105152611046	0.0006681849461390001	0.00022893986202400006	0.000134435616654	0.00016771175938999996	0.000465865998304	0.000302147376043	0.000240919273409	1.33104570944e-05	0.0	0.00092906990519	0.000525763055229	8.11937882759e-05
Q08499	9.74772069254e-05	0.000566197393418	0.00034842916518	0.0004915340008790001	0.000402352726458	0.000441758405854	0.0005724193427959999	0.0	0.0008295932504289999	0.000190806447599	0.000394056793954	0.000284135688272	0.000578641292174	0.00033805924955	0.0008212973179249999	0.000684414431604	0.000186658481347	0.000352577131432	0.000109921105682	5.5997544404e-05
Q9UBN7	0.000214263850627	0.000198109036493	5.78172295344e-05	0.000278883107166	0.000325647042819	0.000174301941979	0.000298438934803	0.000214263850627	0.000526306839438	0.000102030405061	0.00016920042172600006	0.0	0.000190456756113	8.58755909261e-05	0.000541611400197	0.000223616637758	5.78172295344e-05	0.00030779172193299995	0.000165799408224	0.000154746114342
P08842	8.60239720135e-05	0.00025546512901	0.000260678703071	0.000464008091467	0.000203329388396	0.00016683436996599998	0.000159014008874	0.00028153299931700005	0.000847205784982	0.00020854296245700004	0.000265892277133	0.00019811581433400004	0.00047443523959	0.0005005031098969999	0.0007768225351530001	7.820361092139999e-06	5.4742527645e-05	0.00128775279317	0.000724686794538	0.0
O95718	0.0	0.0007498275396659999	0.000263939293962	0.00042590204253	0.0016976095498	0.000917788908551	0.000401907561261	0.000263939293962	0.00175759575298	0.000365915839357	0.00069583995681	0.0004618937644340001	0.00147566059806	0.0006298551333190001	0.00131369784949	0.00122971716505	8.99793047599e-05	0.000983773732042	0.0005458744488769999	8.99793047599e-05
Q9WUL0	0.0	0.000454651823622	0.000242035235516	0.000490756527262	7.08721960352e-05	0.000276802727911	0.000660582355498	1.60465349514e-05	0.000369070303881	0.000106976899676	5.88372948216e-05	0.00106442015177	0.00012034901213500002	0.000115000167151	0.000282151572895	0.000193895630662	5.61628723298e-05	0.000235349179287	0.000104302477184	4.94768161e-05
Q92769	0.000397518588193	0.000643868135806	0.000235151840903	0.00108057869748	0.0003695243214190001	0.00016236674728999998	0.00105818328406	0.0005150945086449999	0.00110857296426	0.000341530054645	0.000330332347935	0.00016236674728999998	0.000419914001612	0.000251948400967	0.000867822269999	0.000190361014064	0.0	0.0005878796022569999	0.000582280748903	0.000307936934516
P30291	6.18243901975e-05	0.000779938460953	0.000256809005436	0.0004185035644140001	0.0	0.0004684386488040001	0.000435148592544	0.00022589681033700004	0.000394724952799	0.000252053283113	0.000304366228665	0.000520751594356	0.00026156472775900003	0.000190228892915	0.00105577035568	0.00118179699724	0.000168828142462	4.75572232289e-06	4.99350843903e-05	4.99350843903e-05
P22687	0.0	0.00014371945961500005	0.00116633869149	0.0005748778384589999	0.00023768987551700004	0.0007185972980739997	0.00028191124770599995	0.000364826320561	0.00105578526102	0.00143719459615	0.00110553430473	0.000453269064939	0.000956287173591	0.00134322418025	0.000889955115307	0.000901010458355	0.000486435094081	0.0008015123709289999	0.000480907422557	0.00103367457492
P18054	0.0	0.000145829687591	0.00017707890636099998	0.000366657500229	0.000529153437831	0.000195828437622	0.00023541078139700005	3.12492187695e-05	0.0007853970317410001	0.000254160312659	0.000237494062648	0.000152079531345	0.0005645692191030001	0.000443738906527	0.000433322500271	3.12492187695e-05	9.58309375599e-05	0.0011499712507200002	0.000558319375349	0.000131246718832
Q9ULX7	0.000107686417153	0.000119651574615	0.00148367952522	0.0007777352349960001	0.0	0.000442710826074	0.000430745668613	0.000574327558151	0.00141188858045	0.00142385373792	0.00136402795061	0.00032305925146	0.000299128936537	0.0016033310998399995	0.00119651574615	0.00120848090361	0.000789700392457	0.000622188187997	0.000909351967072	0.0008734564946869999
P51635	0.0007752877044219999	0.000944881889764	0.00110236220472	0.00173228346457	0.0	0.0008116293155660001	0.00201090248334	0.0007752877044219999	0.0011871592974000002	0.00176862507571	0.0015505754088399998	0.001841308298	0.000472440944882	0.00110236220472	0.00139309509388	0.0004603270745	0.0004603270745	0.000981223500909	0.00109024833434	0.00152634766808
P12527	4.010483403619999e-06	0.000174456028057	0.000140366919127	0.000370969714835	0.000505320908856	0.000180471753163	0.000218571345497	0.0	0.000774023296898	0.000230602795708	0.00021055037869	0.000126330227214	0.000525373325874	0.000457195108012	0.000393027373554	2.00524170181e-05	5.81520093524e-05	0.00112093011131	0.0005374047760850001	0.00010026208509
P35218	0.0	0.000389976168123	0.0017910016610100004	0.0009243879540689998	0.000173322741388	0.00067884740377	0.000563298909511	0.000823283021593	0.00189210659349	0.00125658987506	0.00124214631328	0.000563298909511	0.0004621939770350001	0.00197876796418	0.00142991261645	0.00181988878457	0.000938831515852	0.0011410413807999998	0.00109771069546	0.0007510652126810001
O43570	0.000148676776687	0.000171550126947	0.00125803426428	0.000674763832659	0.0	0.000228733502596	0.000331663578764	0.0004803403554519999	0.0013952743658399995	0.0011894142135	0.00120085088863	0.000320226903635	0.00042315697980300007	0.00146389441662	0.00122372423889	0.00126947093941	0.0007319472083080001	0.00057183375649	0.0008463139596060001	0.0008463139596060001
Q07817	0.00105219437907	0.00254741797037	0.0008860584244769998	0.00155060224284	0.0016059808943699998	0.00146753426554	0.00196594212931	0.00116295168213	0.00124601965942	0.00188287415201	0.0017167381974200007	0.000249203931884	0.0015782915686	0.00224283538696	0.0016059808943699998	0.00132908763672	0.0	0.00249203931884	0.0008029904471830001	0.00152291291707
P79400	0.000641969714135	0.00107624334428	0.00045315509233	0.000188814621804	0.00285110078925	0.000198255352895	0.0	0.00010384804199200002	0.00166156867188	0.00188814621804	0.0013217023526300002	0.000405951436879	0.00197311279786	0.00177485744496	0.0007930214115780001	0.0008307843359389999	0.000509799478872	0.0030871190665	0.00150107624334	0.00130282089045
P79291	0.00124653739612	0.00200061557402	0.000969529085873	0.000400123114805	0.00192366882118	0.00050784856879	0.0	7.694675284700001e-05	0.00160049245922	0.003862726992920001	0.0031702062173	0.00113881194214	0.00260080024623	0.0035703293321	0.000831024930748	0.00121575869498	0.0014004309018199998	0.0018621114189	0.00232379193598	0.00363188673438
P10415	0.0011433297655	0.0026515520093400003	0.00102169893938	0.0013136129220599998	0.00158120073952	0.00121630826117	0.0017028315656300002	0.0012649605916099998	0.0014838960786199998	0.00143524374818	0.00153254840907	0.000316240147903	0.00121630826117	0.00204339787876	0.0014595699134	0.0008514157828160003	0.0	0.0021893548701	0.000802763452369	0.0013622652525099998
P30530	0.0	0.000358391833166	0.000306963408676	0.00025714212245099994	0.000464462958677	0.00025553498418600003	0.000388927460207	0.000216963665818	0.000459641543881	0.00032946334439	0.000308570546941	0.000131785337756	0.000295713440819	0.00015749955000100006	0.0007473192933729999	0.0004242845020440001	0.000271606366839	0.0004242845020440001	0.000337499035717	0.000382498907146
P08253	0.0	0.00031671554252200005	0.000217008797654	0.000457478005865	0.000608015640274	0.000205278592375	9.77517106549e-05	0.000283479960899	0.000879765395894	8.60215053763e-05	7.62463343109e-05	0.000211143695015	0.000443792766373	0.0006588465298139999	0.000533724340176	0.000144672531769	0.00016617790811300002	0.00125708699902	0.0007448680351910001	3.9100684262e-05
O14757	0.0	0.00105042016807	0.000441653934301	0.0007758785332310001	0.00011339763178	0.000483432009167	0.000698290679908	0.000268573338426	0.0006147345301759999	0.00111607142857	0.00103251527884	0.00123543735676	0.0008355614973260001	0.0004774637127580001	0.000960895721925	0.0006803857906799999	0.00013130252100799998	7.75878533231e-05	0.0004177807486630001	0.000638607715814
Q16790	0.000328760132682	0.000407270015113	0.0006231721917999999	0.000485779897545	0.0	0.000412176882765	0.000520127971108	0.000412176882765	0.000804726294922	0.000417083750417	0.00054956917702	0.0003483876032900001	0.000166833500167	0.000456338691633	0.0015260358397599998	0.0006918683389269999	0.000421990618069	0.000417083750417	0.000289505191466	0.000304225794422
P22748	0.000139353400223	0.0	0.0016164994425899998	0.000919732441472	9.75473801561e-05	0.000585284280936	0.000557413600892	0.000961538461538	0.00188127090301	0.0014353400222999993	0.0017001114827199998	0.000348383500557	0.0005713489409140001	0.0016861761427	0.0016861761427	0.00157469342252	0.000933667781494	0.000780379041249	0.00107302118172	0.00114269788183
P06211	1.76991150442e-05	0.000356932153392	0.000259587020649	0.00015634218289100002	0.0008200589970499999	0.0005781710914450001	0.000206489675516	6.48967551622e-05	0.00110324483776	0.000174041297935	0.000371681415929	0.000144542772861	0.000890855457227	0.00031858407079600004	0.00126253687316	0.0009823008849560002	0.000185840707965	0.000412979351032	0.00033628318584099986	0.0
P19785	3.27927498211e-05	0.0003756260434059999	0.00029513474839	0.00018185070355400005	0.000769139041259	0.000688647746244	0.000226568089673	0.000116265203911	0.00116563319819	0.00019675649892700005	0.000402456475078	0.00017886954447899998	0.000948008585738	0.0003547579298830001	0.00127891724302	0.000992725971858	0.0002116622943	0.0004918912473169999	0.00025637968042	0.0
P51812	0.0	0.000514434889435	0.000253378378378	0.000647522522523	0.000314803439803	0.00033271908271900014	0.0006219287469290001	0.000194512694513	0.000701269451269	0.000570741195741	0.000696150696151	0.000770372645373	0.000637285012285	0.0006935913185910001	0.000473484848485	0.000161240786241	9.72563472563e-05	0.000322481572482	0.000552825552826	0.000337837837838
P02766	0.00182665658856	0.00138573948098	0.0007558578987150001	0.00251952632905	0.00125976316453	0.0	0.00195263290501	0.00157470395566	0.00333837238599	0.0023935500126	0.00314940791131	0.0008188460569410001	0.0006298815822630001	0.00333837238599	0.00422020660116	0.0029604434366300005	0.00409423028471	0.00157470395566	0.00182665658856	0.0028344671201799994
P36888	0.0	0.000402819738167	0.000715352293642	0.000562558599854	0.000652845782547	0.00035593985484599986	0.00067194499427	0.000232663124631	0.0006962530819179999	0.000579921519603	0.000401083446192	0.000401083446192	0.00048616175296	0.000435809285689	0.000677153870195	0.0006146473591	0.000548668264055	0.000552140848005	0.0007188248775910003	0.000555613431955
P31749	0.0	0.000876899016979	0.0006646559428059999	0.00117850759607	7.81948168007e-05	0.000703753351206	0.00109472743521	0.000385388739946	0.000619973190349	0.0008266309204650001	0.000921581769437	0.00133489722967	0.0006032171581769999	0.00111148346738	0.0008266309204650001	0.000530607685433	0.000390974084004	0.000189901697945	0.0007205093833780001	0.000541778373548
P04054	0.00024255024255	0.00148995148995	0.00121275121275	0.000693000693001	0.005301455301459999	0.0009702009702010002	0.0003465003465	0.00135135135135	0.00190575190575	0.00024255024255	0.000935550935551	0.0017325017325	0.00045045045045	0.00204435204435	0.0009702009702010002	0.00045045045045	0.0	0.00287595287595	0.0022869022869	0.00010395010395
O14746	0.0	0.000652703271755	0.000332301946209	0.000177593877588	0.000573060656548	0.00031399329903500004	0.000134568556729	3.84481590655e-05	0.000728684157528	0.000339625405079	0.000378988996503	0.000510811256156	0.000350610593383	0.000439407532177	0.000353356890459	0.000377158131786	0.00011717534191399998	0.000498910635493	0.000385397023014	0.000186748201175
P14780	0.0	0.000277494117125	0.000234680739054	0.000418619696691	0.000402762889998	0.000171253512283	7.61126721256e-05	0.000233095058385	0.0007944260153110001	0.00011892605019600002	6.18415461021e-05	0.00015222534425100002	0.00034567838590400003	0.000589873208974	0.0005724307216119999	0.000101483562834	0.000147468302243	0.00119560322464	0.000650129074406	4.59847394092e-05
P21447	0.000285439015271	0.000231514768054	7.11800063271e-05	0.000186937390354	1.65367691467e-05	0.00018837537028	0.000205631129389	0.000202036179575	5.96761669207e-05	0.0005140778234740001	0.000385378620114	0.000156739811912	0.000342958212303	0.00037243680078199987	0.0	0.000279687095568	7.11800063271e-05	0.000129418193322	0.00015098789220899998	0.000312041643899
P42866	0.000465050186666	0.00112387128444	0.00105282195037	0.000368164731111	0.00149203601555	0.000161475759259	0.0	8.39673948147e-05	0.0008332149177769999	0.00200875844518	0.0016987249874	0.000439214065185	0.00129180607407	0.00202813553629	0.0007750836444430001	0.00152433116741	0.00114970740592	0.00103344485926	0.0013628554081500002	0.0017310201392599998
P10686	0.0	0.000467216126831	0.000320226783558	0.000477715365636	0.000426969044744	0.000341225261169	0.000463716380562	0.00012074124626	0.0005669588954799999	0.000295728559679	0.000298353369381	0.000450592332056	0.000384972089524	0.000407720440268	0.00039809613803	0.00035609918280900005	0.000142614660437	0.0003972212014630001	0.0003744728507180001	0.000164488074615
O08537	3.980574795e-06	0.000529416447735	0.00032640713319	0.00030252368442	0.00109067749383	0.000911551628055	0.000322426558395	0.000131358968235	0.00144494865059	0.00022291218852	0.00045378552663	0.00020698988934	0.0010349494467000002	0.00042194092827	0.00136533715469	0.00123795876125	0.00017514529098	0.00066077541597	0.00044582437704	0.0
P14920	0.0006140491658	0.000990852062996	0.0	0.0006559161543780001	0.00116529784873	0.0002721354257520001	0.0005861378400820001	0.000948985074419	0.00181423617168	0.0007745392886799999	0.000579160008653	0.000244224100034	0.000914095917271	0.000572182177223	0.000914095917271	9.07118085841e-05	0.000223290605746	0.00246317449463	0.000816406277257	0.000802450614398
P43166	0.000270562770563	0.000613275613276	0.00270562770563	0.0016774891774900002	0.0	0.0012626262626300002	0.00124458874459	0.00155122655123	0.00239898989899	0.00189393939394	0.0016955266955299998	0.000992063492063	0.0007034632034630001	0.00220057720058	0.0022186147186100003	0.00203823953824	0.0016594516594500002	0.000901875901876	0.0016594516594500002	0.00140692640693
P30082	2.24603014172e-05	0.000543539294297	0.000619904319116	0.0	0.0012757451205	0.000220110953889	0.000152730049637	0.000188666531905	0.000929856478674	0.000790602609887	0.000997237382926	0.000148237989354	0.000817554971588	0.00125777687937	0.000399793365227	0.000938840599241	0.000655840801384	0.00155425285807	0.000817554971588	0.0005839678368480001
P45452	0.0	0.0004760564457	0.00032316240474500004	0.0005386040079090001	0.0005942018409830001	0.000208491874029	0.000142469447253	0.000271039436238	0.000986861537072	0.000246715384268	0.00020154214489500005	0.00026756457167099995	0.000618525892953	0.000865241277221	0.0006845483197289999	0.000138994582686	0.000142469447253	0.00178955525208	0.000889565329191	0.00018416782205900006
P07451	0.000213675213675	0.0007300569800569999	0.0028311965812	0.00172720797721	0.0	0.0014066951567	0.00121082621083	0.0015669515669500002	0.00231481481481	0.00204772079772	0.00179843304843	0.00110398860399	0.0007834757834760001	0.00219017094017	0.00236823361823	0.0019943019943	0.00151353276353	0.000943732193732	0.00158475783476	0.0014601139601099998
Q9NPH5	5.15025388844e-05	0.0003338127520290001	6.67625504057e-05	0.0	0.000511210385964	3.81500288033e-06	3.05200230426e-05	9.91900748885e-05	0.000825948123591	0.00046733785284	0.000356702769311	3.24275244828e-05	0.0005684354291690001	0.00082022561927	0.000183120138256	0.000129710097931	7.82075590467e-05	0.00147831361613	0.000602770455092	0.000362425273631
P68400	0.00017559262511	0.00115280375616	0.000664198190633	0.000969576669084	0.0	0.000526777875329	0.000839790815742	0.000259571706684	0.0007939840439750001	0.00114516929419	0.0011757071420399998	0.00127495514754	0.000717639424362	0.0008016185059360003	0.00164140932168	0.000488605565523	0.000106882467458	0.000122151391381	0.000916135435355	0.000610756956903
P49763	0.0	0.0029887629193	0.000601091983771	0.0007012739810660001	0.00380691589721	0.00176988195221	0.00187006394951	0.000133575996393	0.00190345794861	0.000300545991885	0.000534303985574	0.00156951795762	0.000651182982418	0.00033393999098400005	0.00318912691389	0.00113539596934	0.0006845769815160001	0.000884940976107	0.000367333990082	0.000918334975205
P29275	0.0007385310472660001	0.00146258109361	0.0008109360519	0.00010860750695100003	0.0021359476367	0.000347544022243	0.0	0.000275139017609	0.0008978220574610002	0.00270070667285	0.00190425162187	0.000600961538462	0.00179564411492	0.00241108665431	0.000644404541242	0.0011077965709	0.0009050625579239998	0.0015060240963900005	0.0016435936051900002	0.00219387164041
P55789	0.00137271724476	0.00240225517833	0.00117661478122	0.0023287167545	0.00193651182743	0.00120112758917	0.00166687094007	0.0016423581321199998	0.0014462556685899998	0.0	0.0007844098541489999	0.00196102463537	0.0011030763574	0.00149528128447	0.00397107488663	0.00176492217183	0.0008579482779750001	0.0023287167545	0.00122564039711	0.000220615271479
P24557	0.0	0.0006336507486990001	0.0004885128677119999	0.000683210025134	4.60193281178e-05	0.000212396899005	0.0007646288364189999	0.000116818294453	0.000424793798011	0.00108322418493	0.000902686820772	0.0009770257354239998	0.00100888527028	0.0013734999469000005	0.000623030903749	0.000134518036037	0.00026195617544	0.000453113384545	0.000612411058799	0.000527452299196
P41595	0.000270753759126	0.000942803268385	0.000826765943045	0.000159551322342	0.00161485277764	0.000203065319344	3.38442198907e-05	0.0	0.00104433592806	0.00134409901852	0.000937968379829	0.000188560653677	0.0011603732534	0.00119421747329	0.000638205289368	0.0011603732534	0.000744572837596	0.00164386210898	0.0008944543828260002	0.000952473045496
P18825	0.000400228702115	0.00069427427918	0.000559503389692	0.000110267091399	0.00177244139508	0.00011435105774700003	0.0	0.000126602956792	0.00112309074573	0.0010985869476400002	0.000849465000408	0.000208282283754	0.00119251817365	0.00111083884669	0.0005799232214330001	0.000771869639794	0.0005758392550850001	0.00191129625092	0.000771869639794	0.0008045413705790001
P15692	0.0	0.00234071705869	0.00078499657456	0.000727905914592	0.0037537108929	0.00148435715917	0.00145581182918	0.000185544644896	0.00224080840375	0.00029972596483200003	0.0005566339346880001	0.00132735784426	0.0006279972596480001	0.0006279972596480001	0.00251198903859	0.000999086549441	0.0007136332495999999	0.00101335921443	0.0005423612696959999	0.000727905914592
P01375	0.0	0.00127529123237	0.000931943592888	0.000392397302269	0.0007602697731449999	0.00230533415083	0.0008338442673210001	0.00115266707541	0.00277130594727	0.000564071122011	0.00191293684856	0.00100551808706	0.00134886572655	0.0016186388718599995	0.00144696505212	0.00188841201717	0.000931943592888	0.000882893930104	0.00159411404047	0.00127529123237
P43116	0.0008246166646860003	0.00163437537145	0.0008989064542969999	0.000215440389873	0.00200582431951	0.000334304053251	0.0	0.00034173303221200004	0.0008246166646860003	0.00245899203613	0.00182009984548	0.000594318316891	0.0017829549506700004	0.00238470224652	0.0007280399381910001	0.00138921906573	0.00104005705456	0.0016418043504100002	0.00147836681327	0.00202811125639
P41143	0.0005460349462369999	0.0011480734767	0.000966061827957	0.0003080197132620001	0.0014630936379900002	0.00016101030465900002	0.0	0.00015400985663100006	0.0008400537634410001	0.00219114023297	0.001708109319	0.000455029121864	0.00139308915771	0.00217013888889	0.0006790434587810001	0.00147009408602	0.0011270721326199998	0.00103606630824	0.00147009408602	0.0018551187276
P35462	0.0005232558139530001	0.000831395348837	0.000825581395349	0.000122093023256	0.00221511627907	0.00018023255814	0.0	0.000122093023256	0.0011976744185999998	0.00162209302326	0.0013023255814	0.00034883720930199995	0.00143023255814	0.00152906976744	0.000563953488372	0.000924418604651	0.000668604651163	0.00217441860465	0.0010523255814	0.00122674418605
Q16875	0.0	0.000933029234916	0.000513166079204	0.000756790379432	0.000482065104707	0.000425046651462	0.0008138088326769999	0.000129587393738	0.0010781671159	0.0006168359941940001	0.000393945676965	0.00035247771096800004	0.000450964130209	0.00040949616421300016	0.000974497200912	0.00021770682148	0.000103669914991	0.000933029234916	0.000627202985694	0.000311009744972
P07824	0.0014988451521	0.0014988451521	0.000208855472013	0.00201484102413	0.000331711632021	0.0	0.00106884859207	0.0015479876160999998	0.0016094156960999998	0.00192884171212	0.0015357020001	0.000110570544007	0.0008599931200549999	0.000909135584058	0.0014988451521	0.000356282864023	0.000331711632021	0.00106884859207	0.000835421888053	0.0015357020001
P23975	0.0	5.09897474186e-05	0.000111084806876	2.36738113015e-05	0.0007156775262689999	3.46001857484e-05	4.00633729718e-05	0.000140221805401	0.000298654234881	0.000520823848633	0.000391528417679	4.91686850108e-05	0.000630087593102	0.000735709212755	0.000278622548395	0.000185748365596	6.92003714967e-05	0.00133848086974	0.00049897109974	0.000278622548395
P21917	0.00035618952635200005	0.000775236027942	0.00069561719264	0.00016761860063600002	0.0016887574014100002	0.000234666040891	0.0	0.00017180906565200004	0.0011859015995	0.00112723508928	0.000947045093594	0.000268189761018	0.00113142555429	0.00104342578896	0.00062437928737	0.000972187883689	0.0005782841721950001	0.00191923297728	0.000775236027942	0.0008087597480689999
P11388	3.81969511194e-05	0.000197669222043	0.00017618343703799998	0.000366213268857	0.0	7.87812116837e-05	0.000340430326851	7.73488260167e-05	0.000129869633806	0.000206740997934	0.000102176844244	0.0004788942746590001	0.000145148414254	0.000111726082024	0.000199579069599	0.00015660749958899998	8.35558305736e-05	0.000111248620135	0.00015756242336700002	8.92853732415e-05
P10275	0.00012850136753700002	0.000206309535037	0.000120248986136	0.000161510893143	0.000413797981703	0.0004031877770440001	0.000193341507121	0.000275865321136	0.000539941525983	3.89040837499e-05	0.000173300009431	7.54503442422e-05	0.00031005375837	0.00016858436291599998	0.000857068754126	0.0005529095539	0.000101386400075	0.000218098651325	0.000185089125719	0.0
P09917	0.0	0.000181883578161	0.000151229042516	0.000322894442128	0.000488428934612	0.000175752671032	0.00019210175670900004	2.04363570967e-05	0.0007827124768049999	0.000241149013741	0.000222756292354	0.00012261814258	0.000521127105967	0.000463905306096	0.0004087271419350001	6.13090712902e-06	9.19636069353e-05	0.00110560691893	0.000574261634418	0.000110356328322
P06213	0.0	0.000351391463962	0.000460815998792	0.00034291491548900003	0.000513987075575	0.000245049310394	0.000377591704696	0.000215766688397	0.000435386353373	0.0003336677717	0.000281267290232	0.000214996093082	0.000255837644814	0.000269708360497	0.000489328025473	0.00034445610612000003	0.000246590501026	0.00032827360449	0.0003583268218030001	0.000268937765181
P05091	0.00130315050979	0.000704848703406	0.00013933055765	0.000692554830672	0.0	0.000233583581943	0.000823689473167	0.000913844539881	0.000143428515228	0.000909746582303	0.000606497721536	0.000352424351703	0.000430285545684	0.0004917549093530001	0.000606497721536	0.0003155427335020001	0.000499950824509	0.000184408091007	0.000135232600072	0.00102039143691
P00918	1.78062678063e-05	0.000534188034188	0.00267094017094	0.0014601139601099998	0.0	0.0012464387464400002	0.0010505698005700002	0.00129985754986	0.0022257834757800003	0.0016915954416	0.00149572649573	0.00090811965812	0.000516381766382	0.0019943019943	0.00204772079772	0.00179843304843	0.0013888888888900002	0.000997150997151	0.0017094017094	0.00115740740741
